id,search_keyword_groups,keyword_count,keyword_group
32168365,การปฏิเสธจ่ายสินไหม,1,1 Topic
32172403,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
32172413,การยกเลิกกรมธรรม์,2,More than 1 topic
32172413,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32178544,ค่าเบี้ยประกัน,1,1 Topic
32187084,การปฏิเสธจ่ายสินไหม,1,1 Topic
32188457,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32188457,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
32199128,การปฏิเสธจ่ายสินไหม,1,1 Topic
32204574,ค่าเบี้ยประกัน,1,1 Topic
32208420,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
32215851,การยกเลิกกรมธรรม์,1,1 Topic
32217111,การยกเลิกกรมธรรม์,1,1 Topic
32230649,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32230649,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
32234539,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
32235124,การยกเลิกกรมธรรม์,1,1 Topic
32240045,ค่าเบี้ยประกัน,1,1 Topic
32243785,การยกเลิกกรมธรรม์,2,More than 1 topic
32243785,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32247757,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32247757,ค่าเบี้ยประกัน,2,More than 1 topic
32252405,การยกเลิกกรมธรรม์,1,1 Topic
32253200,การยกเลิกกรมธรรม์,1,1 Topic
32254071,การยกเลิกกรมธรรม์,1,1 Topic
32265578,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
32274776,การยกเลิกกรมธรรม์,1,1 Topic
32279062,ค่าเบี้ยประกัน,1,1 Topic
32279431,การปฏิเสธจ่ายสินไหม,1,1 Topic
32288524,การยกเลิกกรมธรรม์,1,1 Topic
32288771,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
32292677,การยกเลิกกรมธรรม์,1,1 Topic
32294283,การปฏิเสธจ่ายสินไหม,1,1 Topic
32297815,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
32297815,ค่าเบี้ยประกัน,2,More than 1 topic
32301158,การปฏิเสธจ่ายสินไหม,1,1 Topic
32302681,การยกเลิกกรมธรรม์,2,More than 1 topic
32302681,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32305922,ค่าเบี้ยประกัน,1,1 Topic
32309159,ค่าเบี้ยประกัน,1,1 Topic
32324741,การยกเลิกกรมธรรม์,1,1 Topic
32326319,ค่าเบี้ยประกัน,1,1 Topic
32330215,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
32332553,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
32347728,การยกเลิกกรมธรรม์,1,1 Topic
32355977,ค่าเบี้ยประกัน,1,1 Topic
32356210,การยกเลิกกรมธรรม์,1,1 Topic
32367298,การปฏิเสธจ่ายสินไหม,1,1 Topic
32375570,การยกเลิกกรมธรรม์,1,1 Topic
32376814,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
32384486,การปฏิเสธจ่ายสินไหม,1,1 Topic
32391491,การยกเลิกกรมธรรม์,1,1 Topic
32396721,การยกเลิกกรมธรรม์,1,1 Topic
32402010,ค่าเบี้ยประกัน,1,1 Topic
32412350,การยกเลิกกรมธรรม์,1,1 Topic
32415155,การยกเลิกกรมธรรม์,1,1 Topic
32425433,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
32428029,การยกเลิกกรมธรรม์,1,1 Topic
32431176,การยกเลิกกรมธรรม์,1,1 Topic
32449759,การยกเลิกกรมธรรม์,3,More than 1 topic
32449759,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
32449759,ค่าเบี้ยประกัน,3,More than 1 topic
32457179,ค่าเบี้ยประกัน,1,1 Topic
32458018,การยกเลิกกรมธรรม์,1,1 Topic
32467591,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32467591,ค่าเบี้ยประกัน,2,More than 1 topic
32469286,การยกเลิกกรมธรรม์,2,More than 1 topic
32469286,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32471961,การปฏิเสธจ่ายสินไหม,1,1 Topic
32474727,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
32475468,การยกเลิกกรมธรรม์,1,1 Topic
32477485,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32477485,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
32479426,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32479426,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
32481617,การปฏิเสธจ่ายสินไหม,1,1 Topic
32483614,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32483614,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
32484773,การปฏิเสธจ่ายสินไหม,1,1 Topic
32485755,การปฏิเสธจ่ายสินไหม,1,1 Topic
32496777,การยกเลิกกรมธรรม์,1,1 Topic
32497280,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
32505976,การยกเลิกกรมธรรม์,1,1 Topic
32512031,การยกเลิกกรมธรรม์,2,More than 1 topic
32512031,ค่าเบี้ยประกัน,2,More than 1 topic
32513139,การยกเลิกกรมธรรม์,2,More than 1 topic
32513139,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32514459,การยกเลิกกรมธรรม์,2,More than 1 topic
32514459,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32516549,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32516549,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
32516927,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32516927,ค่าเบี้ยประกัน,2,More than 1 topic
32518070,การยกเลิกกรมธรรม์,1,1 Topic
32525248,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
32525248,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
32528502,การยกเลิกกรมธรรม์,3,More than 1 topic
32528502,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
32528502,ความล่าช้าในการจ่ายสินไหม,3,More than 1 topic
